periodicDecept-5_35        (9781.773333333336, 62.24)               (455.0676666666667, 6328.249999999994)     (1804.6633333333339, 5757.307666666679)    (-227.47316666666666, -2624.289500000002)   (3680.6671666666616, 3927.386166666664)    (6236.925833333324, 1277.8191666666632)   (7112.488166666662, 570.9595000000012)    (7608.4676666666655, 274.9670000000004)   (-175.36300000000003, 3789.410999999999)   (7873.312833333333, 177.34583333333313)   (1027.1725, 5721.072499999994)             (2390.1771666666664, 5091.809833333345)    (-227.3035, -2624.4985000000024)            (4012.614999999994, 3530.347999999996)     (6234.160833333324, 1281.1958333333303)   (7102.924166666662, 576.8628333333345)    (7604.674499999998, 281.93250000000046)   (7866.015166666666, 185.26749999999979)   (-399.90066666666644, 1603.1849999999988)  (-216.5986666666667, 4885.410000000001)    (275.931, 5129.088333333332)               (279.6508333333333, 5125.663833333334)     (276.3338333333333, 5129.021166666666)     (283.816, 5121.272000000001)               (284.1435, 5121.398833333334)               (260.0305, 5138.4875)                       (-69.90183333333336, 5616.179500000002)     (1366.0606666666665, 5361.318333333334)    (1362.0675000000003, 5364.2885)            (1355.2448333333332, 5372.1115)            (1370.1541666666667, 5356.328166666665)    (1357.1941666666667, 5370.001833333333)    (1236.9655, 5479.094833333334)             (43.32149999999998, 5937.253500000001)     (2651.324, 4627.333999999999)              (2645.507, 4635.494666666667)              (2625.8768333333333, 4656.599499999999)    (2667.7183333333337, 4611.600666666666)   (2650.4193333333333, 4633.070999999999)     (2344.3496666666665, 4937.790333333333)    (941.7258333333333, 5811.777499999995)     (2579.3634999999986, 4871.078500000009)    (-146.51083333333332, -4013.1025000000036)  (4402.986499999992, 3030.0648333333274)    (6475.604666666659, 961.8529999999981)    (7261.900999999998, 373.30533333333386)   (7688.955333333333, 168.83333333333348)   (-127.49150000000002, 3739.193499999999)   (7920.475666666665, 125.5833333333332)    (2180.842166666667, 4360.862499999994)    (3642.5891666666653, 3499.3115000000053)   (-147.30249999999998, -4012.7355000000025)  (4995.415166666659, 2232.4901666666606)   (6605.07766666666, 796.3976666666655)     (7252.821666666664, 389.3010000000005)     (7661.750166666666, 208.8458333333336)     (329.4356666666668, 3277.127999999999)     (7887.846500000001, 152.4641666666665)
periodicDecept-5_5         (9525.760000000006, 66.29166666666667)   (364.44750000000005, 6429.832499999993)    (1236.1563333333338, 6435.599333333345)    (-227.1765, -2624.577500000002)             (2285.0765000000006, 5651.938166666662)    (4188.890499999994, 3704.329499999994)    (5206.994166666664, 2610.4471666666627)   (5949.116499999994, 1823.3938333333333)   (-177.8735, 3791.6575)                     (6349.112666666666, 1443.7849999999994)   (882.5228333333333, 5886.247499999994)     (1862.2148333333341, 5739.5545000000075)   (-227.42933333333337, -2624.3950000000023)  (2873.4564999999993, 4965.0504999999985)   (4496.640499999993, 3322.141166666659)    (5364.512999999996, 2412.336333333331)    (6022.407999999995, 1731.3420000000008)   (6379.175666666667, 1406.0333333333328)   (-399.90666666666647, 1603.0169999999985)  (-216.38433333333333, 4893.735000000001)   (-142.69900000000004, 5543.075666666671)   (-145.78100000000003, 5546.036000000005)   (-144.53133333333338, 5544.771000000004)   (-144.49466666666672, 5544.463333333338)   (-141.30416666666673, 5541.409500000005)    (-145.69466666666673, 5543.578000000001)    (-37.06966666666669, 5608.518999999999)     (276.5786666666667, 6500.899333333331)     (268.68550000000005, 6508.646833333331)    (281.05933333333337, 6495.427333333331)    (277.19983333333334, 6499.8044999999975)   (275.9635000000001, 6500.962833333332)     (274.4863333333334, 6495.640666666666)     (106.20933333333332, 5901.6449999999995)   (820.8876666666665, 6599.840000000006)     (823.0901666666665, 6597.414833333339)     (822.1071666666667, 6597.997833333339)     (821.7634999999999, 6598.089166666672)    (817.4261666666666, 6602.362166666671)      (801.9600000000002, 6609.937666666666)     (374.96816666666666, 6418.622499999993)    (1272.9196666666674, 6396.693333333342)    (-147.04716666666667, -4012.8635000000027)  (2326.6855, 5607.4391666666625)            (4210.463999999994, 3680.296666666661)    (5228.785499999996, 2583.570499999996)    (5940.698999999994, 1833.1070000000004)   (-210.6775, 3823.522499999999)             (6351.223833333333, 1442.454166666666)    (1819.308166666667, 4790.092499999995)    (2928.1960000000004, 4395.805666666671)    (-146.96683333333334, -4012.8645000000033)  (3884.2313333333323, 3628.8776666666636)  (5205.171333333328, 2349.657999999996)    (5886.110333333331, 1694.4030000000007)    (6380.358833333329, 1243.5385000000015)    (294.8211666666667, 3312.529499999999)     (6652.644666666667, 1033.0166666666676)
periodicMax-0.1            (9995.512266666667, 1.0074666666666667)  (7725.971466669618, -2290.2278333320396)   (8517.110150000619, -1492.094549999161)    (-1229.9539333318332, -4755.850433323121)   (8898.237666666691, -1106.746999999416)    (9256.387583333073, -745.5442499996635)   (9398.918233333032, -601.0114999997634)   (9488.17354999968, -511.6396833331404)    (5038.712250006867, -4471.8996833349665)   (9542.008399999695, -456.5481999998267)   (7726.900450002952, -2290.2690833320403)   (8516.75393333395, -1492.095699999161)     (-1228.4398166651652, -4756.04544998979)    (8898.81673333336, -1106.7823999994164)    (9256.177816666406, -745.5500166663304)   (9399.2569999997, -601.0669666664302)     (9488.264716666346, -511.6224833331404)   (9542.211666666362, -456.5468999998268)   (-841.7009999999999, -7675.720999999992)   (-938.7198333343217, -6933.361766664814)   (3019.9184166643527, -4974.744116657743)   (4202.873783330246, -4464.894216661184)    (5071.300149996949, -4052.9531833292695)   (5702.258266664422, -3712.544699997199)    (6193.908616665105, -3432.768849998346)     (1213.7727833322335, -5753.254083323324)    (-431.131266667991, -6101.389666659213)     (5823.5203333315385, -3447.096033331359)   (6897.492433333191, -2811.5096666662125)   (7519.95875000101, -2379.737583332841)     (7938.786066667613, -2052.717366666022)    (8236.25113333387, -1801.0328999992862)    (3686.402033329991, -4426.71989999385)     (371.4406833319894, -5416.2983166564145)   (7224.605666667285, -2464.748299999497)    (8015.645250000696, -1893.751949999264)    (8464.167633333507, -1518.3032333324945)   (8743.334449999891, -1267.67861666582)    (8935.660516666361, -1082.7405833325895)    (5381.388199997652, -3502.8922999973515)   (7725.507116669617, -2290.2049833320407)   (8517.002766667283, -1492.113033332494)    (-2352.7737500022863, -5406.027349992747)   (8898.11506666669, -1106.7175666660828)    (9256.869549999741, -745.5908499996638)   (9399.0336999997, -601.0552666664302)     (9486.969566666345, -511.5383333331404)   (5036.727500006862, -4471.348266668297)    (9542.301283333027, -456.5486833331601)   (7725.506333336285, -2290.2175999987066)  (8516.46663333395, -1492.092833332494)     (-2351.780416668952, -5406.173149992747)    (8897.79236666669, -1106.7399333327494)   (9257.257216666407, -745.6040499996636)   (9399.427766666367, -601.0672999997636)    (9487.959016666347, -511.60334999980694)   (5360.016250007438, -4552.259383335085)    (9542.459316666364, -456.5326166664934)
periodicMax-0.5            (9990.853166666666, 5.184666666666665)   (7227.975500001935, -2120.631166666734)    (8190.36533333475, -1380.7031666666003)    (-1980.612750000039, -3155.6524166660074)   (8655.9440000011, -1023.2396666666259)     (9090.835916667436, -687.6635833333166)   (9265.3834166673, -553.849249999993)      (9373.23925000054, -470.6894166666656)    (3626.388416666742, -2358.7320833331737)   (9438.144333333827, -419.46483333333595)  (7228.714750001936, -2120.7625833334005)   (8189.30083333475, -1380.5449999999337)    (-1978.7943333333724, -3156.740499999341)   (8655.133666667767, -1023.143666666626)    (9090.146583334104, -687.7860833333166)   (9264.493500000634, -553.6838333333264)   (9373.83691666721, -470.8997499999991)    (9439.484916667157, -419.641583333336)    (-774.3296666666666, -6260.733999999999)   (-833.5579166666927, -4977.794916666132)   (2774.0438333335464, -3792.1183333322356)  (3933.6673333333592, -3508.7521666661883)  (4782.039583333402, -3259.3330833332125)   (5415.195833333533, -3056.966833333307)    (5922.019083333704, -2863.7269166667515)    (1084.776000000232, -4244.8584999986215)    (-378.1516666666331, -3907.611499998925)    (5457.101500000261, -2668.9590000000203)   (6569.461250000598, -2286.145250000365)    (7240.11758333411, -1994.8537500002678)    (7700.05316666751, -1754.66766666683)      (8019.791666667509, -1562.780833333429)    (3350.637000000057, -3134.5981666659923)   (295.212833333562, -3178.215166665292)     (6890.2569166673875, -1945.2587500003206)  (7751.763250000855, -1563.4804166668005)   (8240.979083334189, -1302.5189166667153)   (8552.03325000079, -1098.5359166666613)   (8768.05300000077, -955.3438333332995)      (4951.628333333505, -2491.8238333332856)   (7228.7521666686025, -2121.546166666733)   (8189.118000001417, -1380.4851666666007)   (-1695.4468333333302, -4158.67516666647)    (8655.7017500011, -1023.1790833332927)     (9090.22300000077, -687.7229999999834)    (9264.4724166673, -553.569749999993)      (9372.61491666721, -470.7890833333323)    (3646.8788333334087, -2375.8861666665107)  (9439.225583333822, -419.65358333333603)  (7228.097416668605, -2120.9037500000672)  (8189.978083334749, -1380.630583333267)    (-1694.4504166666636, -4159.363749999804)   (8655.686416667766, -1023.2500833332927)  (9090.020166667435, -687.6328333333166)   (9264.3229166673, -553.6434166666595)      (9371.753333333876, -470.48066666666557)   (4167.243500000236, -2765.6573333331735)   (9439.80691666716, -419.709083333336)
periodicMax-0.7            (9988.806483333334, 7.020650000000002)   (6950.818183332977, -2001.424950000047)    (8012.045383332897, -1320.2943833332977)   (-1672.9208166667559, -2946.3340500001805)  (8523.262349999508, -977.8721833333148)    (9001.757266666235, -656.8106999999807)   (9193.291449999622, -528.2770499999885)   (9310.06938333299, -448.487183333327)     (2839.380650000013, -1221.0596500000324)   (9384.070833333024, -400.026899999997)    (6952.117683332977, -2001.87608333338)     (8015.153849999563, -1320.9236166666317)   (-1672.8879666667553, -2946.5966333335136)  (8523.036016666176, -977.8938166666483)    (9000.711516666235, -656.677683333314)    (9192.137766666288, -528.1849999999885)   (9310.030816666324, -448.5917166666603)   (9382.844033333022, -399.55859999999683)  (-736.8000000000004, -5472.799999999994)   (-781.2748833333576, -4075.3344833335377)  (2635.154166666677, -3184.3420000002543)   (3772.8796999999854, -3004.1928666667172)  (4599.796033333283, -2836.5952999998594)   (5255.364033333253, -2683.4434666665275)   (5787.951849999894, -2543.4586166666113)    (1033.5502000000179, -3494.336566666897)    (-358.13283333337927, -2999.8947333336428)  (5261.357399999911, -2258.5641666665483)   (6385.044599999886, -2007.2754666667474)   (7089.797516666527, -1782.886416666708)    (7568.662733333194, -1590.1193333333467)   (7888.42738333317, -1431.9980500000295)    (3178.8754666666596, -2516.676733333442)   (270.05783333336194, -2204.5834000002283)  (6700.149533333199, -1678.9921666667374)   (7597.0915333331905, -1397.8731666666718)  (8118.282866666434, -1178.7760333333545)   (8455.18786666637, -1013.7774999999925)   (8682.40131666635, -880.2733499999828)      (4736.340999999924, -1985.8952333331692)   (6988.940999999646, -2035.0133000000333)   (8013.6004666662275, -1320.5815666666315)  (-1150.5187333334347, -4067.6461999999406)  (8523.893933332842, -978.0745666666483)    (9001.233616666235, -656.7831166666474)   (9192.230666666288, -528.1721666666552)   (9309.655433332991, -448.54593333332707)  (3105.4736166666644, -1477.1249166665773)  (9383.724999999687, -399.8073333333302)   (6963.660783332977, -2012.8990833333753)  (8014.424833332895, -1320.6083999999646)   (-1150.191633333435, -4067.8976999999395)   (8524.081883332841, -977.9244166666481)   (9002.599383332903, -657.0604833333139)   (9192.322433332954, -528.3109999999884)    (9310.44819999966, -448.7257333333272)     (3619.064233333309, -1917.7665333330544)   (9383.491583333023, -399.7761833333303)
periodicMax-11             (9874.973166666667, 109.15116666666667)  (50.25583333333337, 6974.887499999999)     (241.7063333333339, 7752.505999999997)     (-121.6015, -2612.9995000000004)            (543.5046666666663, 7908.343666666667)     (1438.9333333333266, 7341.904999999962)   (2656.2156666666656, 6063.9669999999605)  (4442.946999999989, 3967.4416666666375)   (-86.56200000000007, 3910.4039999999977)   (4761.124666666662, 3688.716999999979)    (437.44250000000034, 6579.903499999995)    (978.1698333333306, 6976.423499999975)     (-121.60566666666666, -2612.994000000001)   (1425.4123333333291, 6961.408999999982)    (2931.588833333331, 5604.462833333288)    (4093.826666666665, 4324.603666666632)    (5225.591166666645, 3000.790833333297)    (5364.695833333325, 2949.650166666645)    (-181.7999999999999, 6182.200000000007)    (-46.43950000000001, 6222.2445)            (504.52000000000066, 7340.568666666655)    (867.8496666666671, 6963.059333333316)     (1228.2046666666654, 6552.355666666643)    (1563.4216666666634, 6200.773999999975)    (1873.7124999999967, 5855.471166666644)     (160.38700000000034, 7721.553666666664)     (-45.54333333333335, 6222.483)              (1207.9236666666634, 7163.5559999999805)   (1866.466999999996, 6458.208333333306)     (2488.385833333331, 5761.2601666666405)    (3097.386166666664, 5119.587166666647)     (3623.6486666666647, 4569.269999999982)    (499.4105000000001, 7970.642499999994)     (-45.72350000000002, 6222.431500000001)    (1834.1856666666624, 6746.910999999976)    (2734.467999999998, 5771.8963333333095)    (3617.4896666666655, 4806.382666666646)    (4306.650666666665, 4103.44366666665)     (4923.803999999996, 3470.3179999999816)     (817.8554999999973, 7906.331166666657)     (2233.492499999994, 4742.607499999958)     (3003.8951666666644, 4796.2301666666035)   (-66.94483333333335, -4005.106500000001)    (5971.728833333284, 1008.5181666666433)    (6685.239166666588, 582.5904999999926)    (6912.772499999917, 585.9101666666659)    (7167.352666666587, 518.6163333333374)    (-133.50816666666665, 3956.9425)           (7204.363499999932, 544.6108333333383)    (960.362666666666, 6016.064999999988)     (1749.2494999999913, 6095.229499999956)    (-67.13716666666667, -4005.079500000001)    (2575.8088333333308, 5579.925833333318)   (4277.19033333333, 3872.578333333302)     (5393.3934999999765, 2633.14549999997)     (6201.2179999999535, 1751.6819999999802)   (91.75616666666669, 3733.2284999999906)    (6323.015999999966, 1707.889333333321)
periodicMax-15             (9829.038666666667, 150.91)              (20.33699999999999, 7051.704999999993)     (143.86233333333334, 7901.665999999998)    (-76.01833333333335, -2608.341000000001)    (285.51466666666687, 8225.555666666663)    (701.983333333333, 8224.197666666665)     (1105.488833333333, 7955.530499999993)    (1787.3421666666657, 7280.4034999999885)  (-58.35900000000001, 3930.707999999997)    (2239.122166666666, 6800.752500000006)    (256.4855, 6813.317499999994)              (615.6556666666668, 7415.281999999992)     (-75.83366666666666, -2608.277)             (1052.4649999999995, 7411.891666666651)    (1979.376333333329, 6801.307333333315)    (2287.691999999999, 6629.008999999993)    (3207.080166666666, 5606.672833333322)    (3665.127, 5101.929999999999)             (-133.19999999999987, 7202.799999999993)   (-33.98066666666667, 7198.273000000001)    (375.84816666666666, 8061.380166666663)    (613.3254999999999, 7800.905833333332)     (879.1724999999999, 7510.2301666666635)    (1118.9965000000002, 7246.7378333333345)   (1410.7348333333334, 6917.776833333334)     (118.52750000000002, 8324.361833333336)     (-34.20616666666667, 7198.497500000001)     (851.235, 7989.180666666667)               (1372.1016666666667, 7401.549666666667)    (1864.0580000000002, 6847.514000000001)    (2342.844333333333, 6319.369666666667)     (2742.9775000000004, 5880.108833333334)    (361.4123333333333, 8511.280333333334)     (-34.9735, 7198.5395)                      (1328.0669999999998, 7669.396333333334)    (2058.6805000000004, 6834.3085)            (2729.3169999999996, 6077.921333333335)    (3324.3830000000003, 5431.644333333334)   (3910.8833333333337, 4792.096666666667)     (592.9648333333333, 8478.853499999997)     (-25.00766666666667, 7096.964999999993)    (2212.611333333326, 5776.63166666663)      (-32.55433333333333, -3998.600000000004)    (3373.3284999999946, 4743.614166666635)    (5961.147333333316, 1528.2536666666592)   (6434.98349999999, 1097.1071666666658)    (6669.167999999985, 1009.726333333334)    (-97.159, 3967.850000000001)               (6750.202833333334, 971.2191666666677)    (622.4240000000002, 6430.624999999994)    (1169.9993333333325, 6808.28633333332)     (-32.586333333333336, -3998.600000000004)   (1797.0324999999953, 6558.759833333309)   (3100.5971666666637, 5415.829499999982)   (3699.724, 4841.54733333333)               (4534.062666666668, 3902.0396666666607)    (46.899333333333196, 3825.083999999993)    (5037.077666666667, 3305.9416666666634)
periodicMax-17             (9806.857333333333, 171.15033333333332)  (25.69833333333336, 7062.188000000002)     (109.26266666666669, 7952.053999999999)    (-76.82683333333334, -2609.8055000000004)   (265.26800000000026, 8264.093999999996)    (582.9410000000015, 8372.031666666648)    (931.8795000000003, 8166.427499999973)    (1192.179333333332, 7985.166666666646)    (-53.60766666666667, 3940.8659999999973)   (1748.0439999999955, 7409.225999999963)   (235.24216666666675, 6850.232500000002)    (514.3880000000006, 7537.445999999992)     (-77.12466666666666, -2609.5430000000006)   (834.7746666666668, 7669.420999999991)     (1521.5856666666623, 7352.535666666629)   (2154.733833333324, 6791.411166666624)    (2304.851499999993, 6740.734166666628)    (3188.5886666666574, 5711.120333333296)   (-117.60000000000012, 7530.400000000008)   (-30.203833333333336, 7519.0175)           (326.2150000000004, 8303.999666666658)     (547.2946666666678, 8063.326333333313)     (776.5433333333341, 7809.14599999998)      (1007.8241666666668, 7553.647833333306)    (1245.1023333333317, 7291.567666666637)     (100.5123333333332, 8544.202999999996)      (-31.196500000000004, 7519.2435)            (755.255166666668, 8234.234833333314)      (1197.8753333333327, 7738.088999999972)    (1644.57183333333, 7234.867833333303)      (2079.6296666666617, 6738.147333333296)    (2461.9814999999944, 6310.65016666663)     (320.5283333333338, 8711.241333333322)     (-30.271833333333337, 7519.026499999999)   (1158.2889999999995, 7972.333666666641)    (1787.9284999999945, 7254.175166666629)    (2408.964833333327, 6551.054499999966)     (3005.0998333333278, 5882.894166666631)   (3537.6083333333286, 5290.369999999973)     (501.53550000000075, 8714.105166666654)    (-48.857000000000006, 7136.695000000002)   (1946.3558333333244, 6075.440499999962)    (-43.47583333333334, -4002.7575000000006)   (2478.6549999999934, 5946.697999999959)    (5482.505166666644, 2180.9191666666447)   (6190.046833333299, 1431.8208333333296)   (6384.962333333295, 1277.8946666666661)   (-86.77516666666665, 3972.7855)            (6599.681499999961, 1165.6555000000074)   (530.5703333333331, 6543.057000000002)    (993.9800000000007, 7020.032333333318)     (-43.3675, -4002.722500000001)              (1549.4678333333309, 6867.226499999986)   (2574.3936666666577, 6086.732666666627)   (3330.390499999991, 5326.095499999962)     (3762.7106666666655, 4883.898333333305)    (28.802999999999884, 3858.428999999993)    (4502.817666666665, 4020.5346666666533)
periodicMax-20             (9767.878999999999, 205.87)              (18.347499999999997, 7086.527499999993)    (84.7113333333333, 7994.462999999999)      (-32.5625, -2602.6775000000002)             (216.14833333333334, 8333.239333333331)    (440.7196666666667, 8539.899666666664)    (667.0996666666668, 8476.69733333333)     (969.9364999999999, 8250.727499999994)    (-42.63233333333333, 3946.9799999999977)   (1147.6116666666667, 8121.228333333342)   (175.788, 6928.024999999993)               (408.5841666666673, 7663.821833333324)     (-31.80633333333333, -2602.661)             (705.8130000000007, 7823.38599999999)      (1272.4606666666655, 7648.030333333322)   (1619.4808333333326, 7439.00816666666)    (2171.2629999999976, 6903.260999999988)   (2398.7788333333338, 6702.957500000005)   (-99.80000000000011, 7904.200000000008)    (-26.014000000000003, 7882.656999999998)   (272.816, 8557.31333333333)                (475.9086666666667, 8337.527)              (652.7563333333333, 8145.763666666664)     (853.0376666666666, 7923.349999999998)     (1029.8573333333336, 7729.258666666665)     (92.34966666666665, 8744.335333333336)      (-25.647333333333336, 7882.5960000000005)   (642.5686666666666, 8495.991)              (1041.6763333333333, 8049.042999999998)    (1401.8663333333334, 7646.5109999999995)   (1749.6513333333332, 7251.297333333335)    (2148.373333333333, 6802.614333333333)     (274.32533333333333, 8890.378333333334)    (-26.06766666666667, 7882.656)             (1005.389, 8247.11066666667)               (1552.6099999999997, 7630.434666666667)    (2090.944, 7019.607666666667)              (2578.7729999999997, 6462.702333333333)   (3042.3060000000005, 5944.644333333334)     (437.7823333333333, 8882.486666666668)     (-44.71283333333335, 7149.3874999999925)   (1029.5483333333293, 7031.6259999999675)   (-36.903166666666664, -4002.2295000000004)  (1976.9073333333272, 6507.003666666632)    (4009.543999999999, 4281.3316666666515)   (5241.444999999995, 2719.020333333327)    (6110.1428333333215, 1660.9144999999962)  (-74.62716666666665, 3977.9435000000008)   (6337.4775, 1460.7108333333324)           (409.11816666666664, 6687.502499999992)   (801.8473333333342, 7245.802666666649)     (-36.63483333333333, -4002.2055000000005)   (1243.8269999999989, 7230.576999999983)   (2086.50333333333, 6695.837999999983)     (2708.1238333333326, 6121.074166666663)    (3342.1843333333322, 5438.158666666655)    (17.596499999999917, 3886.8944999999944)   (3727.4313333333334, 5019.083333333333)
periodicMax-4              (9952.088, 40.138)                       (633.8203333333357, 6045.466666666705)     (2527.106999999995, 4807.583000000085)     (-325.573, -2638.227000000004)              (5615.919500000078, 1518.8388333334)       (7650.785000000165, -62.1803333333541)    (8141.442000000136, -135.9270000000119)   (8417.0375000001, -121.15150000000719)    (-165.90350000000026, 3685.5724999999984)  (8583.741666666745, -108.54933333333847)  (1717.1203333333413, 4868.650666666713)    (3643.408333333319, 3483.027000000077)     (-325.56533333333334, -2638.4050000000047)  (5758.517166666751, 1344.2325000000587)    (7660.924333333498, -74.68100000002023)   (8146.634333333469, -140.90200000001155)  (8417.63783333343, -122.90283333334042)   (8584.36533333341, -109.61533333333841)   (-499.9016666666664, -496.9059999999995)   (-306.78499999999997, 4505.658666666666)   (1381.7173333333412, 2981.705333333389)    (2208.755666666686, 2320.475000000043)     (2892.167000000031, 1806.5803333333715)    (3536.619666666703, 1379.1403333333599)    (4096.335000000038, 1022.1063333333568)     (453.29733333333024, 3798.7826666667)       (-120.65800000000075, 5978.731333333324)    (2959.396000000012, 3067.2576666667155)    (4152.9136666666855, 2100.553000000041)    (5027.906333333361, 1466.1556666667136)    (5690.591333333373, 1043.2640000000392)    (6244.740666666716, 722.9403333333605)     (1363.3296666666774, 4518.671666666716)    (53.830999999999456, 6595.5003333333225)   (4107.296333333345, 2686.643000000051)     (5429.417000000029, 1647.4326666667193)    (6283.439333333379, 1081.6020000000317)    (6885.554000000055, 733.5906666666802)    (7309.08666666673, 516.9250000000044)       (2167.113666666672, 4448.937666666715)     (4064.1411666666568, 2033.943833333376)    (6810.9900000001535, -730.035333333346)    (-191.19783333333334, -4010.3195000000014)  (7106.753833333507, -410.6725000000238)    (7763.24766666684, -204.9010000000178)    (8154.949833333469, -153.62416666667804)  (8419.406666666764, -125.14666666667377)  (58.49383333333301, 3454.253500000004)     (8582.27733333341, -108.4086666666718)    (3147.0114999999996, 3117.245833333357)   (4996.370333333364, 1712.9320000000662)    (-190.6325, -4010.410500000002)             (6379.040000000123, 542.7323333333574)    (7695.967333333501, -120.70833333335258)  (8152.896666666802, -147.61300000001137)   (8420.380833333433, -125.9778333333403)    (613.0346666666707, 2890.935000000011)     (8584.426666666744, -110.41200000000505)
periodicMax-7              (9917.0195, 71.73016666666669)           (121.44883333333388, 6799.33116666666)     (586.1288333333362, 7280.545833333288)     (-185.70950000000002, -2623.4405000000015)  (1386.9453333333252, 6844.974333333271)    (4390.26766666667, 3653.878666666636)     (6631.231999999916, 1128.514666666699)    (7268.361333333236, 648.0280000000243)    (-138.45066666666685, 3862.4069999999883)  (7626.157166666554, 434.9675000000165)    (745.5019999999989, 6157.301333333308)     (1599.1589999999865, 6191.95999999992)     (-185.8288333333333, -2623.318500000001)    (2629.0604999999805, 5441.485166666603)    (5003.6240000000025, 2906.6159999999977)  (6679.253499999914, 1070.4705000000329)   (7286.980833333235, 622.3601666666898)    (7666.368833333221, 393.4021666666815)    (-285.6000000000002, 4002.399999999996)    (-174.30833333333337, 6816.768)            (802.3223333333349, 5844.4533333332665)    (1332.5331666666598, 5312.596166666591)    (1813.5458333333215, 4835.697499999913)    (2295.538166666653, 4363.336499999913)     (2768.0636666666537, 3915.156999999914)     (261.86633333333526, 6388.18766666663)      (-69.75383333333338, 7613.008499999999)     (1861.4644999999864, 5645.657166666572)    (2805.8406666666524, 4676.720666666587)    (3552.6753333333245, 3939.616999999933)    (4221.1023333333305, 3307.9653333332885)   (4834.955166666663, 2754.416166666643)     (798.6461666666685, 6760.367166666604)     (24.249833333333317, 7919.628499999999)    (2721.8714999999847, 5147.75049999991)     (3932.5704999999925, 3924.9711666666153)   (4865.372666666666, 3025.9343333333163)    (5550.0699999999915, 2426.2196666666614)  (6097.1538333333165, 1972.3308333333337)    (1304.5246666666585, 6658.727999999918)    (2792.7648333333295, 4023.959833333253)    (6243.867666666587, 98.54833333332988)     (-109.68983333333333, -4005.2575000000015)  (6679.704166666562, 5.934833333358458)     (7081.668499999887, 149.68016666669018)   (7357.662166666518, 188.7011666666884)    (7633.822333333215, 199.19366666667923)   (-189.26800000000006, 3911.5319999999924)  (7840.13899999987, 187.296666666676)      (1686.752499999989, 5095.68149999995)     (2952.087666666647, 4537.956666666599)     (-109.75316666666666, -4005.2935000000007)  (4146.956166666657, 3482.8664999999733)   (6029.813499999968, 1553.697833333349)    (6987.831666666552, 672.015666666694)      (7443.394333333226, 434.70433333335114)    (238.4198333333354, 3493.031499999959)     (7734.279166666547, 309.99816666667954)
purePeriodic-0.1           (9995.367883333332, 1.2087166666666667)  (7724.749449120662, -2289.610816371383)    (8516.266682759615, -1491.672549807753)    (-1194.119137300786, -4790.87856268657)     (8897.489799573172, -1106.4004665238263)   (9255.215833044495, -745.2295332368219)   (9398.204816433621, -600.678749922197)    (9488.014566467245, -511.34416660011937)  (5071.569614151931, -4523.836879551905)    (9541.812249822086, -456.2269832739824)   (7724.1368324539935, -2289.637566371383)   (8515.525232759617, -1491.6145998077532)   (-1194.0237373007863, -4790.862062686572)   (8897.54696623984, -1106.3516331904927)    (9255.414983044491, -745.2100499034885)   (9398.836399766955, -600.7467665888636)   (9487.311466467247, -511.31116660011924)  (9542.15773315542, -456.2579999406491)    (-841.7049999999999, -7675.804999999992)   (-938.0252666680353, -6938.076899997669)   (3018.7136166597893, -4975.587783318897)   (4182.166083323486, -4469.808416653472)    (5060.407966655712, -4054.958866653785)    (5699.58046665529, -3718.496266653909)     (6214.061349988598, -3422.3374166550225)    (1209.2277499967586, -5757.613316654117)    (-431.8102333355213, -6107.275166658166)    (5822.109383321755, -3447.028016654529)    (6883.570949988455, -2824.1144166555523)   (7516.98209998869, -2381.553933322507)     (7939.014333321604, -2050.346866656067)    (8240.690149987326, -1793.2790833230492)   (3684.243216656507, -4426.024149985861)    (369.1314499967331, -5415.529116653981)    (7228.070199988471, -2461.540399989048)    (8017.232816654028, -1887.338049989183)    (8463.92031665276, -1520.240183323074)     (8738.004333319022, -1271.7761333237468)  (8933.627499985081, -1081.8319666575285)    (5379.037383321471, -3507.4943833203774)   (7725.26359912066, -2289.6900330380495)    (8516.042866092948, -1491.6466331410863)   (-2360.3848710785524, -5399.827895582648)   (8898.174899573172, -1106.4161998571597)   (9255.992283044496, -745.2394832368221)   (9398.626399766958, -600.7526665888638)   (9487.590883133915, -511.3301499334526)   (5071.481930818597, -4523.782696218572)    (9541.697849822087, -456.2782166073157)   (7725.516015787326, -2289.697916371383)   (8515.05079942628, -1491.5889998077528)    (-2358.916804411884, -5400.028895582649)    (8896.70606623984, -1106.352933190493)    (9256.100233044495, -745.2220999034887)   (9398.924166433622, -600.7596332555304)    (9487.202849800582, -511.278883266786)     (5386.868414573308, -4595.275680183348)    (9542.150049822087, -456.26964994064906)
